ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R,CLASS
308.2883537104262,339.60046845598725,7.610103456425182,5.815358601948292,14.611156053788084,12.756090642102999,2684.3891345505785,1631.8435497566793,neutral
368.17195165421737,283.4283639223084,7.768779095085735,6.168835167131468,5.462875652134713,5.362523232217912,1375.8839841149081,2245.5456445283808,neutral
179.5067158788115,152.56757115099808,4.258215497337094,4.302373624685477,13.08518798363998,13.98399255242085,2164.6217650345848,3737.99225054711,neutral
459.42765454410085,383.14203485249783,8.57517697830921,6.65048474479007,13.316455081070883,17.04219143130279,1974.5387469772409,2247.698726086078,neutral
297.20692077904914,489.76022156535385,15.794552980539114,20.591142019022072,28.203594129148957,35.44004968801848,2974.5635603063934,2473.9050509934827,neutral
149.1598367867741,131.33305460384867,7.008592192339074,9.313124222022124,14.745999815404119,13.999095329224287,2170.4646172846924,3200.175987470679,neutral
493.4618982285744,976.6301051486336,19.627625558246468,38.59401151724632,22.739993121837745,55.26555359386064,5604.654043904802,6083.833582164653,neutral
404.37874446711686,432.4734979044064,28.447802605368967,18.29263722009362,37.63225722682194,29.323822602586084,2059.5144124157973,2687.796981706256,neutral
386.18738171585153,287.55119083570173,8.364628167415832,5.945529238962199,7.485020497716495,9.332247950292228,1928.2009650729149,2110.10820150511,neutral
189.60192540353336,309.1128461922866,15.105627826427574,22.2276949486146,26.649885166154,44.419452834946846,4326.040732272991,4088.848792815458,neutral
241.88040977611385,361.9234971173547,5.914583167247737,8.417171010289762,21.511044842591424,37.03466962130183,7353.053917743075,10706.349088591141,neutral
80.8417212382017,219.34274999945956,2.933695604353184,6.62826367148422,7.701712050690197,17.86310988467113,5482.788850127164,7058.890802701681,neutral
644.6047368693202,1455.1507747176734,14.760868839584393,26.698321205033352,50.90430096837287,68.774615023427,14099.653669219204,26475.471083557157,neutral
1304.3746483581979,5127.256532368903,43.50309842883058,128.49044070159522,227.62474453393642,564.3308728155813,11374.37096570691,24098.425091066143,neutral
