ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R,CLASS
114.13684807330579,121.41661928683779,2.1822837933884918,1.704282375215373,18.074109970381336,16.50348466587736,1140.3155066439047,1262.472347605483,fear
64.16856379888857,51.55148512288186,5.943528505786232,5.810481560930103,27.86725269957711,26.930545686411783,2760.974149701076,3265.909062191438,fear
187.72547405982746,178.6567829614355,5.332663771786511,5.121166064554731,15.335458621608637,9.718677952402041,1904.1753999852729,2339.2695980317417,fear
106.21042547101216,102.89317538322375,3.285250680611028,3.009858882990387,19.56664435564185,20.17085603927817,3634.6575274228176,3738.693190836516,fear
292.57393219253123,385.6539140196851,10.663522929048971,10.335444212883612,15.593291575839547,14.913098383623675,4264.413667463644,4941.296814022695,fear
73.14120029154986,51.12427433092505,5.957036641822434,6.0181896369818935,23.52223572016813,22.901706600978738,2206.265001094955,3191.8875757997243,fear
107.2326811307328,103.02373388408618,7.012764482163805,7.7871961711583655,7.188203561581472,11.975023538019375,3047.549777484424,4090.472543922577,fear
166.4881523086727,174.55837323979003,3.1616561235636307,4.295847383766545,12.317301349652835,11.556032549222806,2814.4665113226524,3100.821722237201,fear
171.5144522589492,206.62320091549898,5.472656482400476,6.88541048617573,9.365967078535434,7.847455160275365,4470.456329023446,3663.433498489698,fear
192.3463031451939,149.10937800268397,9.589116801074482,9.71506795555602,21.116939941952246,19.789202543654252,2441.2522785303904,2512.652424278291,fear
363.3594365025687,237.29144565690467,34.14162180625026,19.85508414125305,82.89551492020462,52.335116545835945,4348.52356903814,3907.9270860215397,fear
230.24335309289287,140.7675107814159,11.88957132816295,9.40019629561267,13.6085326767452,15.494237885333193,3694.476201041876,4358.069333881229,fear
111.41157645647984,93.90000954062785,10.122116168366668,10.145455719838838,75.07056046063558,100.19834117892432,1298.4130094307488,950.938593663978,fear
128.83513719708898,145.12054578024873,6.044938624848917,7.76961601630677,22.27225215930526,24.689501065955053,4891.990450271273,5892.498057154345,fear
282.4940903819549,234.5638022057287,19.06939407678421,15.702207527138484,27.78905173925931,21.662744685875417,2443.8971851320152,3111.3730360276895,fear
399.0815638082913,294.0293398574575,6.455557363469862,3.7874295202063246,85.54456649821527,58.301818649243664,8658.671274548524,6782.041292270163,fear
285.7082716897689,340.3573450275695,8.898576037933045,8.028244337459169,32.236018069645816,40.97961544768327,3754.790676373589,4566.31634109461,fear
424.12165206035075,270.2974017710758,22.656352590803806,19.29464559437104,23.11163365426552,20.097091416459058,3561.1475252444407,5625.524893895597,fear
3119.226901684188,1508.7171044361774,8.60690265765391,12.871254704417993,77.6217263080841,36.56734202955096,11076.927712664276,12225.409897972639,fear
169.19799707865764,214.67479547050652,12.131863430295038,13.714198178501253,25.135961624991,31.233138073239996,2080.553556417518,2635.876780875967,fear
81.55650412917525,96.91020966716937,3.650729964974921,5.185382441459078,6.4180502663742525,6.034055752146668,2607.1357258649764,2801.700911969397,fear
94.48988444595182,104.485793372226,12.734303571508258,14.26935923709149,8.687466696969889,9.307326525175503,2923.3978844957614,2461.0506454814426,fear
198.23138823870002,188.67459222970456,14.120979582805235,13.907539862491385,8.650278224520893,9.72671119462744,4085.7372781357517,3529.8881420761186,fear
248.175991125383,244.38357408426313,8.48982636891013,8.716238659296247,6.189491220850935,5.313658995114889,4416.484198027029,3514.878545728327,fear
133.46868355154885,149.7071005234365,1.211144302164715,1.8570024924184112,29.125978772045617,21.445660968290213,13956.607894187857,13686.000159192668,fear
203.37020255444597,203.5373349200517,5.142664285402721,3.616309371461111,18.862520441407444,22.527389381817095,20406.213568444084,25750.873831393423,fear
290.48908929999465,264.3456769153965,5.79089993964169,7.6102849332058256,28.804935476301146,40.363605334705476,6137.436599776533,7881.768374292723,fear
3385.314430029757,2131.8660838888136,37.581272373032604,25.42470942824024,16.007766911654812,16.868002712150084,9948.208136600182,12338.732696546243,fear
736.5973053763843,803.5348875160291,20.217750833803695,24.951768599692837,88.17055811760765,121.06891754593755,7405.3182932760055,8218.639424035984,fear
111.45910039067712,150.10254323404874,11.588506278337245,14.908554708606756,33.809707573432185,31.69983798609931,7029.32356669461,4508.69837059704,fear
244.81665778228134,283.9259551209723,15.585986619818915,12.051381283650183,21.418994847878373,12.574828841205262,4922.914663688583,5086.002875762322,fear
561.4848099611307,578.382407261958,12.508179560247354,13.08682836717596,16.217608896851125,18.677004566412513,3542.25138129299,5097.703423711128,fear
50.485379032589044,40.693396335565254,3.4588531956371447,3.2453877684320047,17.018010310406748,12.002497100254928,3169.750961873067,5034.387568702319,fear
98.04676076987222,121.11326412815224,4.521035270974,6.8751590301649115,8.943022199402243,5.859049934267806,1414.408526970677,1418.5668951670991,fear
210.75405537636658,213.9081482381305,3.6174554984821286,3.5292404026865682,43.96778782975379,52.90094401325994,3318.1430666919587,3398.5980493050583,fear
273.15768900832614,290.00074723309314,30.903543261567187,17.949615750118745,38.48438934287452,28.212773084350918,5324.520397947448,6360.5618050050025,fear
97.33649146556111,70.23092047467334,5.257275852508281,5.926993734200811,26.12225373459375,22.140359589459774,3290.379032525784,3424.285700512724,fear
139.64549138257783,196.40275358194393,4.296163013884479,5.139221998026157,7.285043692017275,5.959033279897035,3547.0345220235185,4133.880065962634,fear
206.18764958873945,153.8398486846383,4.340803382587951,3.05083453525351,29.41810225615336,38.09555654201488,5244.830860616349,6766.959976438295,fear
75.18316894704473,107.58749537168089,3.976617264511899,5.1216287204579,68.215769177371,95.62399524990245,7237.1640487203795,7013.274773159121,fear
66.4657224867963,74.19286053570495,2.290868676777524,2.7241074398486367,32.88607690523259,29.370055587574768,2162.981652205371,2135.6224930050485,fear
255.25729181010757,131.21165714815305,3.6884324603059078,3.1830503993842134,23.52660040824304,15.952249751496153,1377.468432678695,1930.3263490587633,fear
397.91354099905124,336.607714948398,17.20639417606687,12.996259023558537,58.37379954969611,62.7498017547356,3225.3477520911706,3384.4429753254517,fear
353.0692568360686,349.3327720870492,4.065757782620538,5.204426549753678,12.51698841807578,17.933278103295823,7545.30451144139,11008.079428781815,fear
669.4927912422575,790.8626674531168,16.78316009705323,20.41381188360114,9.628486682886063,9.37914910165006,3489.5993210295956,4454.928085709549,fear
593.4612669818955,521.441278036138,9.29820651183328,6.611849703515179,18.31672894531191,15.851693163099053,3387.9526073021475,4013.109764599059,fear
2968.7732087541744,1571.774614952105,8.325539567271592,8.911873339921495,170.46630609743397,132.47861598381692,15874.874617479747,16273.620122585065,fear
249.06000933647593,283.6805419151589,25.278170388634503,32.63843744580744,64.77780474756824,66.74603700098157,22000.005933935816,25602.18151818289,fear
156.0631943272374,150.89391689653417,6.367922079672563,7.573143098366218,24.706854579612433,30.066890779383005,1964.9622073852024,2199.2602715178423,fear
174.86906882240234,216.5239923127668,8.934464604731412,7.023625781701079,34.40203982207693,24.97897985132274,4239.587084422497,4705.727155422568,fear
713.240305920541,625.8558576210607,40.77533444327357,29.993958955843986,58.989634182744574,38.5263459988724,4220.839940261917,3919.431482677125,fear
518.6021984490824,437.5361967098511,8.539795990523706,9.535004873848147,59.01833420830766,64.27210432069401,2407.289842096834,3822.7299376541987,fear
37.512823790458306,42.63271900046289,3.0373366037235683,3.4547716759605387,8.559215945457964,8.15381997240421,2791.0173417515985,3860.6386782077434,fear
256.1760797748979,282.165326088947,6.0644210672316285,5.046162479278819,18.28300585901988,29.523871253624037,5756.96864021845,5072.53762112376,fear
3461.1676789521707,2511.6738456883686,39.89744878792295,27.58565278764153,30.76736383020393,34.649332283357474,27174.147302077596,61191.954609735454,fear
21425.889874475844,21055.883431631788,45.98245864448346,63.225598890188515,243.8206016838178,604.5977579819051,107871.61582494441,322146.85763342306,fear
11578.198827548229,32562.314459500805,64.46859966523911,170.11170929037326,62.24761716366437,65.97229879730482,17244.454254262102,44551.675423954184,fear
5710.487713020797,8717.129289567913,14.152392322961914,23.157104651288922,16.858285492185423,24.641683387078675,4204.540693325808,4558.452785680183,fear
4736.384769839585,10298.08721525951,31.20979320593224,43.28714022086395,129.00664760907787,84.20917748051313,84113.54454721868,141858.53415345328,fear
3085.3578463552394,29504.92578085526,17.444244692322666,54.299241374712736,94.04227873565547,192.30548201018473,119406.01078453126,164173.35906524264,fear
1601.7641775455438,6262.019410159063,8.987142397290365,24.034870423107236,46.67734457522739,47.749998912302,10968.951175115857,15171.964315966194,fear
975.9739850275013,3599.753935663825,5.235309249999083,10.648287174598808,24.492025595125472,31.451819142972386,5311.701691202544,5097.456162969611,fear
1316.4305358802922,3561.8907310519203,15.704394083196746,21.32903843756828,10.933988991956374,13.101864464533092,3126.74363540905,2618.0611441112605,fear
918.8205067080468,2126.589079104998,28.744701583807522,39.40705546352116,45.569285746529125,56.852224758191504,2922.2866193707596,2861.5597232377663,fear
331.045089520831,1015.4408866446071,9.731387294778846,14.130926324362822,34.94359275620526,44.05758342293286,1636.0740618129307,1834.7258990383507,fear
198.09266815764866,726.6214842840063,6.072063815943625,10.159473191083503,11.416583674469598,13.63754893344892,2356.67866063713,3397.980601818446,fear
295.45213854840375,613.6887353431739,3.30399355617967,7.8771671018194835,8.828625192846276,13.407168978192143,2153.1431416536516,2455.343497267914,fear
796.7899495394624,550.6314107509686,19.40908976061481,20.47063475643123,21.4028013460402,18.309135945200886,6178.839922494445,7761.444830512066,fear
2437.7389374988825,1740.3101597368993,16.019084057440267,19.63686181419842,22.152883279961944,34.943164974380586,6962.39918249619,7509.584617260161,fear
338.30644676701155,427.75711417983933,4.039478223724913,6.715777667921858,7.358176926437987,9.27298641796067,1698.821165546833,1555.0002925180818,fear
372.03579499981777,472.04632569675175,9.96860063682284,12.714152037745261,5.37197546645953,7.837443163573133,2760.1332923116765,2571.697943179388,fear
377.5277619828881,494.4451759148539,7.696150457164423,13.219539106538999,28.75221188876286,33.92771489239468,4508.248670925774,5127.041977127281,fear
181.23579565519867,306.36361796168325,5.344245001236757,5.884325072364109,10.386532801974692,9.983428967695911,961.041985551101,920.3827711376941,fear
121.49730531435644,213.9715702404988,1.818718455922557,2.8922952253590393,48.765001799819075,53.07676311049375,5351.686175527764,5256.662599106591,fear
75.78487830943618,189.1359552878617,3.465536074711391,4.855674292491523,35.17533931601313,38.41707745841204,12404.115477116633,13011.77616424897,fear
154.77011908221468,297.28486658224466,4.430660496766124,8.073871991744957,37.70478795295418,47.68476095543647,4009.2812544939247,4517.881755609372,fear
105.86139601398067,228.18402855573157,3.099885794099929,3.2572140899836026,14.111643121983061,16.578940170654533,2966.7226984830186,3193.782220402314,fear
130.14006195064306,138.7936727033635,2.370769305753139,2.6366959767101106,20.548123576819233,28.857927656060603,1930.5129405805703,1660.853603876998,fear
339.98592341973614,270.675560674936,16.515251156284943,23.798038095885424,21.509044613823484,21.337610404108478,1811.4214595230592,1956.376327935215,fear
651.9308127460816,427.25223621558206,30.227791807759722,16.022105047134666,29.683610928798885,25.764382641400392,4804.827690247949,3606.6330080060025,fear
386.3506928765126,165.86207916245743,10.019397662645355,5.716126136172332,14.491569704855321,9.36524174416907,8134.264706704248,7770.116152057451,fear
294.9410500902092,259.41685578452433,15.715820960396996,16.00479193654936,21.427413242455156,18.975275196635057,2530.8875711080705,2396.2038466835957,fear
218.04531353911293,199.8591685876307,4.07963540196886,4.3676659001226215,37.5456895180585,53.953363216374605,5514.165803695013,4319.603720857362,fear
